indice,nombre,categoria,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),"fibra, dietetica total",carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
531,"Almendra, cruda, con cáscara",Legumbres,0.0,589,54.1,21.22,5.65,13.5,5.36,0.02,36.6,12.861,4.142,0.0,0.03,2.98,1.08,27.3,0.0,11.06,0.05,,,2e-05,0.0,0.02615,4.5e-05,0.0055,0.00062,0.00022,0.0,0.000155,0.0,0.252,0.0040999999999999995,0.835,0.27,0.014,0.454,2e-06,3.5e-06,0.0032
532,"Almendra, frita, salada",Legumbres,0.0,593,55.9623,19.0,3.0,15.0,4.5,,38.5453,10.5315,4.4232,,,,,,0.0,,,,,0.0,0.0,0.024,7e-05,0.0025,0.00075,0.00023,0.0,8e-05,0.0,0.25,0.004200000000000001,0.8,0.25,0.4,0.47,1e-06,4.4e-06,0.0032
533,"Almendra, tostada",Legumbres,0.0,590,52.93,22.9,1.55,13.4,6.6,,33.658,12.649,4.047,,,,,,0.0,,,,,1e-06,0.0,0.026264,3.6e-05,0.0059169999999999995,0.00057,0.00013000000000000002,0.0,8.999999999999999e-05,0.0,0.24,0.0031,0.79,0.27,0.014,0.56,2e-06,1.17e-06,0.0033
534,Altramuz,Legumbres,0.0,399,9.74,36.17,10.44,,40.38,,3.94,2.439,1.156,,,,,,0.0,,,,,6.9e-06,0.0,,0.000335,0.00219,0.00022,0.00064,0.0,0.000357,0.0048,0.176,0.00436,1.013,0.198,0.015,0.44,,8.2e-06,0.00475
535,Alubia,Legumbres,0.0,94,0.2375,6.7,72.5,4.4,15.7,,1e-12,0.12,0.07,,,,,,0.0,,,,,1e-12,0.0,5e-05,6e-05,0.0001,4e-05,0.0001,0.0,7.000000000000001e-05,0.0,0.071,0.0028,0.362,0.039,0.004,0.084,2e-06,1.6e-05,0.0023
536,"Alubia blanca, seca, cruda",Legumbres,0.0,272,1.3425,22.225,10.8,19.7,41.6364,0.0,0.0977,0.6975,0.2788,0.0,0.001,0.285,0.018,0.102,0.0,0.276,0.231,0.0,0.0,1.0832999999999999e-06,0.0,0.001125,0.000308,0.0024,0.000165,0.0005,0.0,0.00046,0.0017,0.138667,0.00519,1.718,0.1353,0.013699999999999999,0.47,1.6000000000000001e-06,3.2000000000000003e-06,0.003655
537,"Alubia negra, seca, remojada, hervida",Legumbres,0.0,92,0.2125,8.4,68.9,8.7,13.7,,1e-12,0.17,1e-12,,,,,,0.0,,,,,6.667e-07,0.0,0.00023999999999999998,7.4e-05,0.0005,5.9999999999999995e-05,0.00016,0.0,0.0001,0.001,0.066,0.0025,0.42,0.047,0.003,0.13,2e-06,1.6e-05,0.0023
538,Anacardo,Legumbres,0.0,577,43.1,17.5,6.9,1.4,32.0,,27.74,8.01,8.71,,0.02,4.42,3.58,25.96,0.0,8.08,0.09,,,1e-05,0.0,0.0058,6.8e-05,0.002,0.00026000000000000003,0.00063,0.0,0.00016,0.0,0.031,0.0028,0.552,0.267,0.014,0.373,1e-08,3.4e-05,0.0048
539,Avellana,Legumbres,0.0,656,56.25,12.009,5.26,8.22,10.5,,46.4,4.89,4.91,,0.04,3.14,1.57,46.27,0.0,4.7,0.14,,,4.8e-06,0.0,0.02619,7.1e-05,0.003833,0.00020999999999999998,0.00039,0.0,0.0005899999999999999,0.003,0.226,0.0038,0.636,0.156,0.006,0.333,1.5e-06,4.5e-06,0.0021000000000000003
540,Avellana,Legumbres,0.0,639,61.6,12.009,5.26,8.22,10.5,,48.07,8.609,4.074,,,,,,0.0,,,,,4.8e-06,0.0,0.02619,7.1e-05,0.003833,0.00020999999999999998,0.00039,0.0,0.0005899999999999999,0.003,0.226,0.0038,0.636,0.156,0.006,0.333,1.5e-06,4.5e-06,0.0021000000000000003
541,Cacahuete,Legumbres,0.0,544,43.06,25.23,10.58,8.1,7.91,0.04,23.14,13.19,6.75,,0.01,4.06,1.23,22.26,0.0,12.72,0.35,,0.01,3.3300000000000003e-07,0.0,0.01094,0.00011,0.018383,0.000155,0.0009,0.0,0.00044,0.0,0.06,0.0025,0.67,0.21,0.002,0.43,1.3e-05,7.2000000000000005e-06,0.0035
542,"Cacahuete, frito, salado",Legumbres,0.0,592,50.3138,26.8,2.6,8.4,8.9,,24.2,14.4,9.5,,,,,,0.0,,,,,0.0,0.0,0.0085,5.2e-05,0.015,0.00011999999999999999,0.00025,0.0,0.0003,0.0,0.062,0.0025,0.72,0.18,0.43,0.387,1.9e-05,4e-06,0.0029
543,"Cacahuete, tostado, salado",Legumbres,0.0,600,53.0,24.5,8.5,6.9,7.1,,24.2,16.5,9.5,,,,,,0.0,,,,,0.0,0.0,0.00066,5.2e-05,0.0189,0.0001,0.00017999999999999998,0.0,0.00063,0.0,0.037,0.0013,0.81,0.18,0.4,0.41,1.9e-05,4e-06,0.0029
544,Castaña,Legumbres,0.0,179,2.52,2.65,52.0,6.7,36.5,,0.83,1.25,0.42,,0.0,0.37,0.02,0.79,0.0,1.1,0.15,,,4e-06,0.0,0.0012,1.242e-05,0.00095,0.00023,0.00017999999999999998,0.0,0.00032,0.0172,0.03653,0.00158,0.5,0.0343,0.011,0.074,2e-08,1.8000000000000001e-06,0.0023599999999999997
545,"Castaña, tostada",Legumbres,0.0,225,5.3,4.0,40.48,7.1,39.7,,0.6,1.3,3.2,,,,,,0.0,,,,,0.0,0.0,0.0014,8.5e-05,0.00055,0.0001,0.00017999999999999998,0.0,0.0003,0.0,0.047299999999999995,0.00106,0.5916,0.039,0.0106,0.0876,2e-08,1.8000000000000001e-06,0.0006
546,Chufa,Legumbres,0.0,409,23.74,6.13,7.095,17.4,42.5402,,16.4693,2.2093,4.0169,,,,,,0.0,,,,,0.0,0.0,0.01,0.000141,0.0018,0.0001,0.00023,0.0,0.00033,0.006,0.06954,0.0034100000000000003,0.5192,0.08688,0.037630000000000004,0.232225,0.0,0.0,0.00419
547,Crema de almendras,Legumbres,0.0,380,13.2,4.6,22.0,0.5,59.7,,7.6,2.1,0.9,,,,,,0.0,,,,,0.0,0.0,0.0052,8e-06,0.00114,0.0001,5e-05,0.0,2e-05,0.0,0.049,0.0008,0.186,0.063,0.003,0.168,0.0,4.2000000000000004e-06,0.0007
548,Crema de cacahuete,Legumbres,0.0,602,50.9414,25.5,1.2,7.0,11.2,0.0,25.8,12.8,10.1,0.0,0.02,4.741,2.181,24.812,0.0,12.215,0.027,0.018,0.0,0.0,0.0,0.005,6.7e-05,0.015,0.0001,0.00015,0.0,0.0005,0.0,0.04,0.002,0.75,0.18,0.313,0.366,5e-07,4.1e-06,0.003
549,Frutos secos,Legumbres,0.0,566,51.45,1.3,1.75,9.0,25.35,,31.395,10.768,6.899,,,,,,0.0,,,,,1.5e-06,0.0,0.01094,5e-05,0.0047,0.0002,0.0002,0.0,0.000296,0.0004,0.07,0.0037,0.597,0.225,0.669,0.435,,7.5e-06,0.0038
550,Garbanzo,Legumbres,0.0,133,2.9,7.2,71.7,4.1,14.12,,0.72,1.3,0.31,,,,,,0.0,,,,,3.5e-06,0.0,0.00155,6.7e-05,0.0012,5.9999999999999995e-05,0.00013000000000000002,0.0,4e-05,1e-12,0.043,0.0028,0.11,0.024,0.22,0.335,1e-06,1e-06,0.0012
551,"Garbanzo, hervido",Legumbres,0.0,360,2.5,8.9,59.1,13.6,18.7,,0.6,1.2,0.3,,,,,,0.0,,,,,4e-06,0.0,0.0012,0.0001,0.0006,5.9999999999999995e-05,0.00013000000000000002,0.0,0.00014000000000000001,1e-12,0.056,0.0028,0.335,0.053,0.006,0.132,2.0000000000000002e-07,3.7e-06,0.0012
552,"Garbanzo, seco, crudo",Legumbres,0.0,336,6.3,19.305,7.275,14.9667,49.2463,0.0,1.8,2.8125,0.4275,0.0,0.009,0.508,0.086,1.365,0.0,2.629,0.102,0.0,0.0,2.15e-05,0.0,0.0031,0.000185,0.0017,0.00014000000000000001,0.00045,0.0,0.00015,0.0040999999999999995,0.143,0.0068,1.0,0.122,0.03,0.31,1.5e-06,2e-06,0.002
553,"Guisante, congelado, crudo",Legumbres,0.0,62,0.5,5.4,79.9,4.7,8.8,0.0,1e-12,0.3,0.1,0.0,0.0,0.06,0.007,0.033,0.0,0.142,0.033,0.0,0.0,5.3e-05,0.0,0.0001,4.929999999999999e-06,0.0017,0.0001,0.00026000000000000003,0.0,0.0001,0.018,0.024,0.0016,0.197,0.026,0.003,0.091,1.5e-07,1.8999999999999998e-06,0.0008
554,"Guisante, congelado, hervido",Legumbres,0.0,61,0.9,6.0,78.3,7.3,6.8941,,0.1,0.5,0.2,,,,,,0.0,,,,,6.75e-05,0.0,0.00017999999999999998,4.7e-05,0.0016,8.999999999999999e-05,0.00026000000000000003,0.0,8.999999999999999e-05,0.01486,0.035,0.0016,0.15,0.021,0.002,0.099,1.6000000000000001e-06,8.8e-07,0.0007
555,Guisante,Legumbres,0.0,337,2.3,21.6,3.4,16.7,56.0,0.0,0.66,0.23,0.77,0.0,0.0,0.064,0.007,0.035,0.0,0.152,0.035,0.0,0.0,4.2e-05,0.0,0.0003,4.2e-05,0.0052,0.0002,0.0007,0.0,0.00013000000000000002,0.002,0.072,0.0053,0.9,0.123,0.04,0.33,2e-06,1.6000000000000001e-06,0.0035
556,Guisantes en conserva,Legumbres,0.0,67,0.5,5.6,80.8,3.36,9.7,,0.13,0.05,0.15,,,,,,0.0,,,,,5.3e-05,0.0,0.00022,1.2e-05,0.00088,5.9999999999999995e-05,0.0001,0.0,5e-05,0.0088,0.02,0.0015,0.15,0.02,0.222,0.062,2.2e-06,7e-07,0.00065
557,Haba,Legumbres,0.0,57,0.4,4.6,82.2,4.2,8.6,,0.04,0.2,0.05,,,,,,0.0,,,,,4.2e-05,0.0,1e-12,7.8e-05,0.0028,8.999999999999999e-05,0.00017,0.0,5.9999999999999995e-05,0.024,0.023,0.0017,0.323,0.028,0.12,0.084,4e-06,1.4e-06,0.0007
558,"Haba, frita",Legumbres,0.0,57,0.4,4.6,82.2,4.2,8.6,,0.19,0.14,0.03,,,,,,0.0,,,,,2.8329999999999998e-05,0.0,0.00046,7.8e-05,0.0040999999999999995,4e-05,0.00017,0.0,5.9999999999999995e-05,0.024,0.023,0.0009,0.32,0.028,0.02,0.084,0.0,1.4e-06,0.0007
559,"Haba, seca",Legumbres,0.0,358,1.5,26.1,0.0,25.0,58.3,,0.3,0.63,0.25,,,,,,0.0,,,,,5e-06,0.0,8.999999999999999e-05,0.000423,0.026,0.00026000000000000003,0.0005,0.0,0.00037,0.0014,0.1,0.0055,1.09,0.19,0.011,0.59,2e-06,8.2e-06,0.0031
560,"Haba, seca, remojada, hervida",Legumbres,0.0,58,0.6,5.8,79.9,6.5,7.2,,0.12,0.24,0.11,,,,,,0.0,,,,,3.16667e-05,0.0,0.0005,5.7e-05,0.002,7.000000000000001e-05,5e-05,0.0,7.000000000000001e-05,0.012,0.024,0.001,0.21,0.018,0.004,0.105,1.1e-06,2.7e-06,0.001
561,Harina de soja,Legumbres,0.0,412,23.25,37.3,8.0,17.3,13.0,,4.4,11.3,2.9,,,,,,0.0,,,,,8.3333e-06,0.0,0.0022,0.0003,0.003,0.00028000000000000003,0.0007,0.0,0.00045,0.0,0.205,0.009,1.74,0.256,0.005,0.575,8.000000000000001e-07,9e-06,0.0039
562,Judía blanca,Legumbres,0.0,242,1.6,21.1,15.5,23.2,34.7,,0.18,0.886,0.53,,,,,,0.0,,,,,6.7e-05,0.0,0.00020999999999999998,0.000388,0.00528,0.00011700000000000001,0.000503,0.0,0.00040899999999999997,0.0025,0.113,0.0062,1.337,0.14,0.015,0.426,1.8000000000000001e-06,1.2800000000000001e-05,0.0026
563,Judía pinta,Legumbres,0.0,247,0.83,23.58,11.77,24.9,35.11,,0.064,0.457,0.12,,,,,,0.0,,,,,6.7e-05,0.0,0.00022,0.000394,0.00675,0.000219,0.0005290000000000001,0.0,0.000397,0.0045,0.143,0.008199999999999999,1.406,0.14,0.024,0.407,2e-06,3.2000000000000003e-06,0.00279
564,Judía verde,Legumbres,0.0,28,0.4,2.2,90.1,2.8,3.7,,0.03,0.2,0.09,,,,,,0.0,,,,,4.7e-05,0.0,0.00026000000000000003,6.6e-05,0.00085,0.0001,7.000000000000001e-05,0.0,0.0002,0.02,0.039,0.001,0.243,0.025,0.004,0.038,3.6000000000000003e-06,1.4e-06,0.0002
565,"Judías blancas, cocidas",Legumbres,0.0,324,1.5,21.4,1.0,21.3,54.8,,0.08,0.82,0.21,,,,,,0.0,,,,,0.0,0.0,0.002,0.000316,0.0024,0.00017,0.0005,0.0,0.00041999999999999996,0.0034,0.126,0.0062,1.16,0.163,0.04,0.4,1.6000000000000001e-06,0.0,0.0035
566,"Lenteja, en conserva",Legumbres,0.0,74,0.21,6.28,79.37,5.1,11.4,,1e-12,0.1,1e-12,,,,,,0.0,,,,,8.333e-07,0.0,1e-12,1.1e-05,0.0003,5.5e-05,6.500000000000001e-05,0.0,7.000000000000001e-05,1e-12,0.018885000000000002,0.001575,0.14377500000000001,0.0154,0.44641000000000003,0.058195000000000004,1e-06,2.8e-06,0.0014
567,"Lenteja, hervida",Legumbres,0.0,333,1.7,23.0,9.3,11.2,54.8,,0.3,0.84,0.23,,,,,,1e-12,,,,,5e-06,0.0,0.0018,3.4200000000000005e-05,0.003,0.00022,0.00047,0.0,0.0007,0.0034,0.07,0.008199999999999999,0.67,0.07479999999999999,0.036,0.24,1.5e-06,1e-12,0.0037
568,Lenteja,Legumbres,0.0,310,1.1729,24.7674,8.845,9.6975,48.6954,,0.2167,0.5494,0.1721,,,,,,0.0,,,,,1.33333e-05,0.0,0.0009,0.0001171,0.003,0.00039,0.00062,0.0,0.00065,0.0017,0.057290999999999995,0.0068737,0.46305,0.0743168,0.22678,0.25604000000000005,1.6000000000000001e-06,9.9e-06,0.0039
569,Nuez,Legumbres,0.0,595,63.28,14.0,18.5,5.2,3.3,0.04,12.13,43.7,7.42,0.0,0.03,6.25,2.9,13.13,0.0,36.77,1.48,0.0,0.03,0.0,0.0,0.0008,6.6e-05,0.0035,0.00011999999999999999,0.0003,0.0,0.00073,1e-12,0.077,0.0023,0.69,0.14,0.003,0.304,9e-06,1.9e-05,0.0021000000000000003
570,Nuez,Legumbres,0.0,595,59.0,14.0,18.5,5.2,3.3,0.04,12.4,40.23,6.43,0.0,0.03,6.25,2.9,13.13,0.0,36.77,1.48,0.0,0.03,0.0,0.0,0.0008,6.6e-05,0.0035,0.00011999999999999999,0.0003,0.0,0.00073,1e-12,0.077,0.0023,0.69,0.14,0.003,0.304,9e-06,1.9e-05,0.0021000000000000003
571,Piñón,Legumbres,0.0,683,62.61,14.0,11.5,1.9,4.0,0.0,16.34,27.29,9.88,,0.0,3.36,1.87,18.3,0.0,26.66,0.46,0.0,0.0,1.6000000000000001e-06,0.0,0.013699999999999999,5.8e-05,0.006900000000000001,0.00019,0.00073,0.0,0.00011,1e-12,0.011,0.0056,0.78,0.27,0.001,0.65,2.0000000000000002e-07,2e-06,0.0065
572,"Piñón, crudo, con cáscara",Legumbres,0.0,682,68.6,14.0,2.74,8.5,3.9,0.0,19.9,41.2,4.6,0.0,0.0,3.36,1.87,18.3,0.0,26.66,0.46,0.0,0.0,1.6699999999999999e-06,0.0,0.01365,5.8e-05,0.0067670000000000004,0.00019,0.00073,0.0,0.00011,0.002,0.011,0.0056,0.78,0.27,0.001,0.65,2.0000000000000002e-07,2e-06,0.0065
573,Pipa de calabaza,Legumbres,0.0,603,47.33,30.23,5.23,6.0,10.71,,12.11,20.69,8.84,,0.09,5.74,2.82,12.1,0.0,20.65,0.13,,,4.0000000000000003e-07,0.0,0.00218,0.0,0.0114,0.000153,0.000273,0.0,0.00014299999999999998,0.0019,0.046,0.00882,0.809,0.592,0.007,1.233,1e-12,9.4e-06,0.007809999999999999
574,Pipa de girasol,Legumbres,0.0,574,43.0,27.0,7.3,2.7,20.0,0.0,13.7,21.52,5.63,0.0,0.051,2.808,2.212,9.399,0.0,32.78,0.069,0.0,0.0,3e-06,0.0,0.0378,0.000238,0.0091,0.00019,0.0016,0.0,0.0007700000000000001,0.0,0.11,0.0064,0.71,0.39,0.003,0.651,1e-12,4.9e-05,0.0050999999999999995
575,"Pipas de girasol, peladas, con sal",Legumbres,0.0,627,56.8,17.25,0.9,11.5,12.8,0.0,10.841,37.469,5.953,0.0,0.058,3.202,2.522,10.72,0.0,37.39,0.079,0.0,0.0,0.0,0.0,0.0378,0.000238,0.008180999999999999,0.000285,0.000325,0.0,0.000805,0.0014,0.057,0.006809999999999999,0.491,0.129,0.613,1.158,1e-12,6.220000000000001e-05,0.0053
576,Pistacho,Legumbres,0.0,594,49.2,17.6,8.6,6.5,15.7,,26.35,15.63,6.21,,0.04,4.88,0.5,27.19,0.0,15.37,0.24,,,2.5e-05,0.0,0.0052,5.8e-05,0.00145,0.0002,0.00069,0.0,0.00127,0.0,0.18,0.0072,0.811,0.122,0.016,0.39,1e-12,3e-06,0.0028
577,"Sésamo, semilla",Legumbres,0.0,562,50.0,19.0,5.0,11.0,10.0,,18.9,21.9,7.0,,,,,,0.0,,,,,6.666699999999999e-06,0.0,0.0023,9.6e-05,0.0045,0.0001,0.0007,0.0,0.00015,0.0,0.15,0.009,0.45,0.35,0.04,0.62,0.0,4.9e-05,0.0053
578,"Soja, fresca",Legumbres,0.0,159,6.8,13.0,64.9,4.2,11.1,,1.3,3.2,0.79,,,,,,0.0,,,,,1.8e-05,0.0,0.0001,0.000165,0.00165,0.00017,0.00043,0.0,5.9999999999999995e-05,0.029,0.197,0.0035499999999999998,0.62,0.065,0.015,0.194,1e-06,1.5e-06,0.00099
579,"Soja, frita",Legumbres,0.0,141,4.8,13.7,72.2,1e-12,10.3,,,,,,,,,,0.0,,,,,1.08e-06,0.0,0.0,0.0,0.0,0.31,0.6,0.0,0.0,0.02,0.099,0.0028,0.0,0.0,0.0,0.272,0.0,0.0,0.0
580,Soja,Legumbres,0.0,351,18.625,35.9,8.5,15.7,9.7034,0.0,3.5,9.1,2.3,0.017,0.015,1.871,0.8612,3.693,0.0,10.015,1.845,0.0,0.0,2e-06,0.0,0.0029,0.00037,0.0079,0.00027,0.00061,0.0,0.00038,1e-12,0.24,0.009699999999999999,1.73,0.25,0.005,0.66,1e-05,1.4e-05,0.0043
581,"Soja, seca, remojada, hervida",Legumbres,0.0,137,7.25,14.0,64.3,6.1,3.7661,,1.4,3.5,0.9,,,,,,0.0,,,,,1e-06,0.0,0.00113,5.4e-05,0.0005,8.999999999999999e-05,0.00011999999999999999,0.0,0.00023,1e-12,0.083,0.003,0.51,0.063,0.001,0.25,6.3e-06,1.7800000000000002e-05,0.0009
582,Tofu,Legumbres,0.0,119,6.625,11.5,77.0,0.3,3.3,,1.3,3.2,0.8,,,,,,1e-12,,,,,1.6669999999999998e-07,0.0,0.001,1.5e-05,0.0001,2.9999999999999997e-05,5.9999999999999995e-05,0.0,0.0001,0.0,0.2,0.0017,0.18,0.07,0.007,0.19,1e-06,8.400000000000001e-06,0.0007
583,Acelga,Verduras,0.0,21,0.2,2.1,94.4,1.0,2.7,,1e-12,1e-12,1e-12,,,,,,0.0,,,,,0.000183,0.0,2.9999999999999997e-05,2.2e-05,0.0004,0.00013000000000000002,7.000000000000001e-05,0.0,0.0001,0.035,0.08,0.0023,0.378,0.081,0.17,0.043,1e-06,3e-07,0.0002
584,"Acelga, en conserva",Verduras,0.0,17,0.08,1.8,94.5,1.3,2.3,,0.016,0.028,0.012,,,,,,0.0,,,,,0.000227,0.0,0.00189,1e-05,0.00066,8.999999999999999e-05,2.9999999999999997e-05,0.0,8.999999999999999e-05,0.018,0.08,0.0023,0.51,0.086,0.13,0.033,1.4e-05,8.000000000000001e-07,0.0002
585,Acelga,Verduras,0.0,29,0.39,1.9,92.3,0.8,4.37,,0.04,0.07,0.03,,,,,,0.0,,,,,0.000227,1e-12,2.9999999999999997e-05,1e-05,0.00058,5e-05,5e-05,1e-12,8e-05,0.0135,0.08,0.00263,0.2755,0.056799999999999996,0.10875,0.038,3.5e-05,7.900000000000001e-07,2e-05
586,Achicoria,Verduras,0.0,19,0.6,0.5,95.2,0.9,2.8,,1e-12,0.3,0.2,,,,,,0.0,,,,,0.0002667,0.0,0.0001,1.4e-05,0.0003,8.999999999999999e-05,0.00014000000000000001,0.0,1e-05,0.005,0.021,0.0004,0.17,0.006,0.001,0.027,4.0000000000000003e-07,1e-06,0.0002
587,Ajo,Verduras,0.0,117,0.23,3.9375,70.4,1.2,24.3,,0.03,0.1,0.05,,,,,,0.0,,,,,1e-12,0.0,0.0001,4.8e-06,0.00027,2e-05,0.00016,0.0,0.00032,0.014,0.0178,0.0012,0.446,0.0241,0.019,0.134,4.7e-06,5e-07,0.0011
588,"Ajo, frito",Verduras,0.0,102,0.59,7.7,64.3,1.55,15.97,,0.03,0.3,0.1,,,,,,0.0,,,,,2.9e-07,0.0,1e-05,3.25e-06,0.0018700000000000001,2.9999999999999997e-05,0.0001,0.0,0.00029,0.01148,0.01862,0.00186,0.6076,0.0245,0.00382,0.1666,2.94e-06,1.96e-06,0.00098
589,Albahaca,Verduras,0.0,178,3.98,14.4,6.4,40.5,20.5,,0.45,2.17,0.24,,,,,,0.0,,,,,0.000264,0.0,0.0074800000000000005,0.000247,0.0069500000000000004,0.00032,0.00015,0.0,0.00232,0.061200000000000004,0.154,0.042,3.433,0.422,0.034,0.49,,2.8e-06,0.0058200000000000005
590,Alcachofa,Verduras,0.0,23,0.2,2.9,83.33,9.4,2.26,,1e-12,0.09,1e-12,,,,,,0.0,,,,,4e-06,0.0,0.0002,2.8e-05,0.0008,4e-05,5e-05,0.0,8.999999999999999e-05,0.006,0.044,0.001,0.3,0.027,0.015,0.05,1e-06,2.0000000000000002e-07,0.0001
591,Alcachofas en conserva,Verduras,0.0,18,0.16,2.9,86.3,9.4,1.2,,0.005,0.068,0.037,,,,,,0.0,,,,,1.5e-05,0.0,0.0002,4.7e-05,0.0009,4e-05,5e-05,0.0,8.999999999999999e-05,0.006,0.044,0.001,0.3,0.027,0.015,0.05,4.0000000000000003e-07,2.0000000000000002e-07,0.0001
592,Alcaparra,Verduras,0.0,26,0.86,2.36,85.16,1.5,2.1,,0.063,0.304,0.233,,,,,,0.0,,,,,1.38e-05,0.0,0.00088,2.3e-05,0.000652,0.00013900000000000002,1.7999999999999997e-05,0.0,2.3e-05,0.0043,0.04,0.0016699999999999998,0.04,0.033,2.964,0.01,,1.2e-06,0.00032
593,Apio,Verduras,0.0,11,0.1,0.9,94.4,2.0,1.5,,1e-12,1e-12,1e-12,,,,,,0.0,,,,,9.5e-05,1e-12,0.0002,1.8e-05,0.0004,4e-05,5e-05,1e-12,0.0001,0.008,0.052,0.0005,0.305,0.014,0.11,0.032,0.0,4.0000000000000003e-07,0.0001
594,"Apio, en conserva en salmuera",Verduras,0.0,9,1e-12,0.8,94.5,2.3,1.3,,1e-12,1e-12,1e-12,,,,,,0.0,,,,,9.3333e-06,0.0,0.00019,2.2e-05,0.0003,4e-05,4e-05,0.0,7.000000000000001e-05,0.006,0.036,0.0004,0.283,0.01,0.343,0.025,1.1e-06,4.6e-08,0.0001
595,Bambú,Verduras,0.0,34,0.3,2.6,91.0,2.2,5.2,,0.007,0.134,0.069,,,,,,0.0,,,,,6e-06,0.0,0.001,7e-06,0.0006,7.000000000000001e-05,0.00015,0.0,0.00023999999999999998,0.004,0.013,0.0005,0.533,0.003,0.004,0.059,,8.000000000000001e-07,0.0011
596,Berenjena,Verduras,0.0,20,0.2,0.7,92.2,2.4,3.8,,1e-12,0.09,1e-12,,,,,,0.0,,,,,8e-06,0.0,2.9999999999999997e-05,1.9e-05,0.0006,2.9999999999999997e-05,4e-05,0.0,0.0001,0.004,0.01,0.0003,0.262,0.013,0.003,0.021,0.0,4.0000000000000003e-07,0.0001
597,"Berenjena, frita, en aceite de girasol",Verduras,0.0,299,31.9038,1.2,59.5,2.9,2.7061,,7.2,19.6,3.7,,,,,,0.0,,,,,2.0833300000000003e-05,0.0,0.0055,5e-06,1e-12,1e-12,0.0,0.0,7.000000000000001e-05,0.001,0.008,0.0005,0.17,0.008,0.002,0.025,4.4e-06,3e-07,0.0001
598,Berro,Verduras,0.0,12,0.2,2.2,93.5,2.6,0.3,,1e-12,0.08,1e-12,,,,,,0.0,,,,,0.00048332999999999997,0.0,0.0012,0.00012790000000000002,0.0008,0.00011999999999999999,0.0001,0.0,0.00013000000000000002,0.06,0.157,0.0013,0.304,0.02,0.06,0.053,0.0,9.000000000000001e-07,0.0002
599,Boniato,Verduras,0.0,101,0.3,1.2,71.5,2.9,23.0,,1e-12,0.13,1e-12,,,,,,0.0,,,,,0.000666667,0.0,0.004,5.2e-05,0.0008,5.9999999999999995e-05,0.0001,0.0,0.00013000000000000002,0.025,0.022,0.0007,0.3,0.013,0.019,0.044,0.0,1e-06,0.0003
600,Borraja,Verduras,0.0,26,0.7,1.8,94.4,,3.06,,0.211,0.109,0.17,,,,,,0.0,,,,,0.00021,1.3e-05,,1.3e-05,,0.00015,5.9999999999999995e-05,0.0,8.400000000000001e-05,0.035,0.093,0.0033,0.47,0.052,0.08,0.053,,9.000000000000001e-07,0.0002
601,Brécol,Verduras,0.0,26,0.4,3.0,90.7,3.0,2.4,,1e-12,0.2,0.07,,,,,,0.0,,,,,6.9e-05,0.0,0.001,0.00011,0.001,0.00013000000000000002,0.0001,0.0,0.00019,0.11,0.093,0.0014,0.37,0.025,0.013,0.067,2e-06,3e-06,0.0006
602,"Brécol, hervido",Verduras,0.0,24,0.8,3.1,91.1,0.65,1.1,,0.1,0.4,0.2,,,,,,0.0,,,,,7.5e-05,0.0,0.0011,6.4e-05,0.0013,5e-05,5e-05,0.0,0.00011,0.044,0.04,0.001,0.17,0.013,0.013,0.057,2e-06,0.0,0.0004
603,Calabacín,Verduras,0.0,17,0.2,1.8,94.6,1.0,2.0,,0.02,0.09,0.04,,,,,,0.0,,,,,4e-06,0.0,1e-12,5e-05,0.0005600000000000001,4e-05,5e-05,0.0,0.00011,0.02,0.019,0.0004,0.23,0.018,0.003,0.031,1e-06,2.0000000000000002e-07,0.0003
604,"Calabacín, asado",Verduras,0.0,18,0.39,1.76,93.7,1.6,1.76,,0.1,0.2,0.1,,,,,,0.0,,,,,5e-06,0.0,5.9999999999999995e-05,3.51e-05,0.0005,2e-05,0.0001,0.0,0.00011999999999999999,0.01418,0.0255,0.00078,0.3528,0.02156,0.00098,0.0441,1.99e-06,9.8e-07,0.00029
605,Calabaza,Verduras,0.0,32,0.5,1.2,89.4,2.4,5.6,,0.07,1e-12,0.26,,,,,,0.0,,,,,3.4e-05,0.0,0.0001,2.5e-05,0.0001,7.000000000000001e-05,1e-12,0.0,0.0001,0.012,0.018,0.0004,0.304,0.01,0.001,0.03,1e-06,0.0,0.0002
